time (sec),X vibration (g),Y vibration (g),Z vibration (g)
0.913982,0.000912133,-0.00249581,-0.000704255
0.924138,0.00286268,-0.00438793,0.00130312
0.934293,-0.00104743,-0.00419964,-0.00065473
0.944448,0.00193828,-0.00711984,-0.000535763
0.954604,0.00289367,-0.00417732,-0.0052983
0.964759,0.00194099,-0.00693896,-0.00333081
0.974914,0.000896176,-0.00580778,-0.00233924
0.98507,-0.000149065,-0.00469065,-0.0013778
0.995225,0.000850063,-0.00558705,-0.00224726
1.00538,0.00183375,-0.00747516,-0.00122473
1.01554,0.00170349,-0.000513596,-0.00313212
1.02569,0.000749269,-0.00330309,-0.00212552
1.03585,0.00266379,-0.00610895,0.00373277
1.046,0.000748545,-0.00410973,-0.00492064
1.05616,0.000725613,-0.00400424,-0.00487738
1.06631,0.00163374,-0.0029088,-0.00193584
1.07647,0.000558572,-0.00173913,0.00193553
1.08662,0.000673938,-0.00659882,-0.000892667
1.09678,-0.00142282,-0.00345001,0.00196959
1.10693,-0.00138295,-0.00437767,-0.000860725
1.11709,0.000549424,-0.00239338,-0.00175428
1.12724,0.000529122,-0.00230369,-0.00171817
1.1374,-0.000558843,0.000758915,-0.000767663
1.14756,-0.000532474,-0.00400874,0.00218062
1.15771,0.00141694,-0.00398773,0.00225915
1.16787,-0.00147019,-0.00197037,-0.00547587
1.17802,-0.00153402,-0.00280891,-0.00063883
1.18818,0.00142383,-0.00380252,-0.00149435
1.19833,-0.000592208,-0.00269289,-0.00056567
1.20849,0.00236654,-0.00369138,-0.00142329
1.21864,0.0023503,-0.00362412,-0.00139694
1.2288,0.00228873,-0.000614243,-0.00138684
1.23895,-0.000641013,-0.00242837,-0.0014235
1.24911,-0.000762699,0.000592309,0.00146854
1.25926,-0.000716078,-0.000341152,-0.000416322
1.26942,0.00224542,-0.00136824,-0.00129504
1.27958,0.000278833,-0.0022295,-0.000343613
1.28973,0.00313447,0.000660924,-0.000293336
1.29989,-0.000738497,-0.000143142,-0.00225807
1.31004,0.000210768,0.000820971,-0.00318606
1.3202,0.000245,-0.00300791,-0.000254422
1.33035,0.000233946,-0.00296278,-0.000238
1.34051,0.000192866,2.56238e-05,-0.00119892
1.35066,-0.000824279,9.80386e-05,-0.000253256
1.36082,-0.000788086,-0.000883921,-0.003123
1.37097,-0.00278081,-0.00173002,-0.000256194
1.38113,-0.000897355,0.00119136,0.000733111
1.39128,0.00112391,-0.000801908,-0.00015506
1.40144,-0.00178293,-0.00166734,-0.00212723
1.41159,-0.002843,0.000380378,-0.00020903
1.42175,-0.00284979,0.000412745,-0.000198739
1.43191,-0.00178803,-0.00350805,-0.00015847
1.44206,0.00206647,-0.00163166,0.000873104
1.45222,-0.00277607,-0.00248765,-0.00400091
1.46237,-0.000873897,-0.00438227,0.0037283
1.47253,-0.000817661,-0.00342452,-0.00107029
1.48268,-0.00184445,-0.000468856,-0.00301588
1.49284,0.00112686,-0.00248846,-0.00293243
1.50299,8.54428e-05,-0.00141147,0.000889082
1.51315,-0.00188648,-0.00036589,-0.00011145
1.5233,0.0010399,0.00150279,-0.00198199
1.53346,0.00198288,-0.00135958,0.00382235
1.54361,0.00198005,-0.00133889,0.00382818
1.55377,0.00298447,0.00150384,-0.00193396
1.56393,0.00102889,-0.000338668,0.000940163
1.57408,0.00290338,0.00257874,0.00192208
