time (sec),X vibration (g),Y vibration (g),Z vibration (g)
20.9825,0.00235397,-0.000449625,-0.00141796
20.9925,0.00235851,-0.000449333,-0.00141813
21.0025,0.00288185,0.00101579,-0.00147933
21.0125,0.00242864,0.00130598,-0.00117434
21.0225,0.00220431,0.00255747,-0.00126607
21.0325,0.00249878,0.0023899,0.000442715
21.0425,0.00286955,0.0012305,6.10585e-05
21.0525,0.00317929,0.000498344,-0.000946209
21.0625,0.00318386,0.000498598,-0.000946407
21.0725,0.00207455,0.000636174,-0.00143489
21.0825,0.00316249,0.00118573,-0.000504313
21.0925,0.00309078,0.000514584,-0.000687627
21.1026,0.00256131,0.000606366,-0.00171017
21.1126,0.00229124,-4.9533e-05,-0.00138996
21.1226,0.00263152,0.00115612,-0.000428883
21.1326,0.00271241,0.00190401,-1.86648e-06
21.1426,0.00227451,0.000469899,-0.000261495
21.1526,0.00307256,0.00164502,-0.000429575
21.1626,0.00263467,0.00162995,0.000165276
21.1726,0.00295971,0.000958756,-0.000475832
21.1826,0.00270493,0.000394364,-0.00152893
21.1926,0.00255696,0.00202722,-0.000506846
21.2026,0.0035534,0.00185954,5.74701e-05
21.2126,0.00259672,0.00103573,-0.000217445
21.2226,0.00217411,0.00219554,0.00027057
21.2326,0.00225504,0.00153956,-5.01299e-05
21.2426,0.00250381,0.00041056,-0.00204929
21.2526,0.00229483,0.000868453,0.000117169
21.2626,0.00226895,0.00115849,0.000376287
21.2727,0.00218205,0.000914471,-0.00028012
21.2827,0.00304118,0.00140286,-0.000585582
21.2927,0.00379351,0.0012046,-0.000341734
21.3027,0.00263851,0.00111314,-8.26327e-05
21.3127,0.00136144,0.000396069,-0.000205002
21.3227,0.00319714,0.00106753,-0.000693585
21.3327,0.00260672,0.000960792,-0.000876997
21.3427,0.00258087,0.00122025,-0.00110619
21.3527,0.00282968,0.000350563,-0.000236761
21.3627,0.00265125,0.000915182,-0.000343893
21.3727,0.00219817,0.000289616,-0.000283183
21.3827,0.00261483,0.000472751,3.69203e-05
21.3927,0.00271107,0.00178502,-0.00127566
21.4027,0.0029599,0.00207495,-0.000345217
21.4127,0.00189648,0.00146461,0.000981947
21.4227,0.00130608,0.00122047,-5.59893e-05
21.4327,0.00300449,0.000411745,0.00041668
21.4428,0.00316178,0.00125095,-0.000590747
21.4528,0.00278502,0.00140351,-0.00153714
21.4628,0.00242351,0.000457434,-0.00130863
21.4728,0.00222986,-0.000107185,-0.000958042
21.4828,0.00313483,-9.19826e-05,0.000353835
21.4928,0.00339894,0.000365712,0.000506047
21.5028,0.00325107,0.000625035,-0.000715026
21.5128,0.00372881,0.000975901,0.000200112
21.5228,0.00303163,0.0020134,0.00102369
21.5328,0.00263963,0.00155553,0.00126744
21.5428,0.00322418,0.00128076,-0.000457185
21.5528,0.00306107,0.00047193,-0.00073224
21.5628,0.0036914,0.000273434,-0.000702126
21.5728,0.00328415,0.00150924,-0.000580464
21.5828,0.0026938,0.00108185,-0.000947085
21.5928,0.00192035,0.00156996,-0.000855948
21.6029,0.00210819,0.00126461,-0.00094792
21.6129,0.00296742,0.00102029,-0.000902568
21.6229,0.00310949,0.000531818,-0.000567305
21.6329,0.00247338,0.000379026,-0.000613514
21.6429,0.00337839,0.000622949,-0.000217224
21.6529,0.00283383,0.000378583,0.000468976
21.6629,0.00245712,0.00106499,-0.000309661
21.6729,0.00337739,0.000835857,-0.000569508
21.6829,0.00295491,0.00056094,-0.000753065
21.6929,0.00280708,0.00170507,0.000421398
21.7029,0.00258296,0.0019947,0.000680334
21.7129,0.00351851,0.00161294,-0.000418756
21.7229,0.00268405,0.00158212,0.000542072
21.7329,0.00261252,0.00115456,0.00017539
21.7429,0.00321238,0.00112371,0.000235948
21.7529,0.00375121,0.00136751,-0.000680054
21.7629,0.00261158,0.00150448,-0.000924679
21.773,0.00286049,0.00208395,-0.000360597
21.783,0.00336881,0.00119857,-0.000925661
21.793,0.00299212,0.000648865,-0.000483657
21.803,0.00301216,0.000495876,-0.000194243
21.813,0.00298642,0.00106003,1.8873e-05
21.823,0.00338793,0.000479776,-8.84472e-05
21.833,0.00394203,0.000631923,-0.000897671
21.843,0.00316863,0.00110449,-0.000898189
21.853,0.00241048,0.00154653,0.000291468
21.863,0.00204906,0.00151553,-0.00129596
21.873,0.00269472,0.000996241,-0.00183054
21.883,0.00311149,0.00171289,0.000381432
21.893,0.0027043,0.00101048,-4.63488e-05
21.903,0.00261755,0.00122356,-0.000107925
21.913,0.00288174,0.00174181,1.35996e-05
21.923,0.00300861,0.00114617,-7.85016e-05
21.933,0.00293711,0.00137447,-0.00123871
21.9431,0.00274355,0.00123656,-0.000277974
21.9531,0.00259576,0.00177001,-0.000263277
21.9631,0.0024022,0.00215086,-0.000355393
21.9731,0.00230019,0.00233333,-0.000401738
21.9831,0.00250336,0.0017376,-0.000112395
21.9931,0.00346946,0.000729866,-0.000982717
22.0031,0.00269607,0.00143109,-0.00122744
22.0131,0.00212105,0.00205601,0.00028259
22.0231,0.00241577,0.00112452,-0.000496191
22.0331,0.00170342,0.000223543,-0.00139704
22.0431,0.0032341,0.00136721,-0.00058893
22.0531,0.0033915,0.00217517,-0.000772633
22.0631,0.00301484,0.00171665,-0.000345993
22.0731,0.0029281,0.00121233,-1.09081e-05
22.0831,0.0031923,0.000250234,-0.000545573
22.0931,0.00327341,0.00102762,0.000369335
22.1031,0.0032477,-5.65798e-05,-0.000684133
22.1132,0.0025201,0.000232491,-0.00050165
22.1232,0.00301319,0.00137603,-0.000609086
22.1332,0.00300274,0.00172611,0.000137961
22.1432,0.0025498,0.000519776,0.000244139
22.1532,0.00336332,0.000213693,-0.000839864
22.1632,0.00246787,6.01793e-05,0.000319157
22.1732,0.00288467,0.0011426,-0.000749595
22.1832,0.00238595,0.00146208,-0.00129955
22.1932,0.00225343,8.78161e-05,-0.000262614
22.2032,0.00376886,0.000697169,0.00121682
22.2132,0.0032091,0.000421501,-0.000645393
22.2232,0.0035496,0.000924009,-0.000340881
22.2332,0.00421054,0.00147227,0.000100957
22.2432,0.00319302,0.000525171,-0.00185282
22.2532,0.00324361,0.0010734,-0.00102953
